ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
SIEGFLA01 ,Larry,Siegfried,N,79,1826,858,0,0,199,209,0,0,0,249,753,301,307,256,0,0
SIKMAJA01 ,Jack,Sikma,N,102,3558,1461,431,137,945,244,97,80,134,432,1249,557,407,336,45,11
SILASJA01 ,James,Silas,N,27,745,397,16,6,64,95,32,2,23,57,330,148,125,101,0,0
SILASJA01 ,James,Silas,A,14,591,247,0,0,60,92,0,0,0,45,202,93,82,61,0,0
SILASPA01 ,Paul,Silas,N,163,4619,1124,42,33,1527,335,30,13,9,469,998,396,480,332,0,0
SIMIEWA01 ,Wayne,Simien,N,2,7,0,0,1,1,0,0,0,1,1,3,0,0,0,0,0
SIMMOBO01 ,Bobby,Simmons,N,5,159,33,14,4,18,10,9,1,6,11,42,14,0,0,12,5
SIMMOCO01 ,Connie,Simmons,N,48,879,606,0,0,317,78,0,0,0,202,516,200,284,206,0,0
SIMMOGR01 ,Grant,Simmons,A,7,154,38,0,0,22,15,0,0,0,21,37,13,16,12,0,0
SIMMOLI01 ,Lionel,Simmons,N,4,77,38,8,4,12,8,6,2,6,12,33,15,7,5,9,3
SIMONWA01 ,Walt,Simon,A,53,1336,516,0,0,252,159,0,0,0,151,475,215,110,86,0,0
SIMPKDI01 ,Dickey,Simpkins,N,13,74,16,9,4,13,3,2,1,3,10,16,6,9,4,0,0
SIMPSRA01 ,Ralph,Simpson,N,17,252,106,0,0,24,41,4,2,0,21,109,45,23,16,0,0
SIMPSRA01 ,Ralph,Simpson,A,38,1501,830,0,0,182,185,0,0,0,104,731,322,226,186,0,0
SINGLJA01 ,James,Singleton,N,15,54,14,7,2,9,2,0,1,2,11,13,6,2,0,7,2
SKILESC01 ,Scott,Skiles,N,2,23,9,0,1,1,3,0,0,5,2,8,4,1,1,2,0
SKINNAL01 ,Al,Skinner,N,5,47,18,0,0,10,11,3,1,0,6,17,6,8,6,0,0
SKINNAL01 ,Al,Skinner,A,14,296,132,0,0,50,28,0,0,0,46,103,45,54,42,0,0
SKINNBR01 ,Brian,Skinner,N,21,200,49,25,17,42,2,3,11,14,23,39,18,24,13,1,0
SKINNTA01 ,Talvin,Skinner,N,15,297,75,0,0,53,19,0,0,0,35,59,25,34,25,0,0
SKOOGWH01 ,Whitey,Skoog,N,34,931,280,0,0,125,70,0,0,0,130,286,115,73,50,0,0
SLATERE01 ,Reggie,Slater,N,4,52,13,9,5,14,0,2,3,3,15,16,6,2,1,0,0
SLAYTA01  ,Tamar,Slay,N,12,23,7,2,0,2,0,1,0,2,1,9,2,2,2,2,1
SLOANJE01 ,Jerry,Sloan,N,52,1888,716,0,0,412,109,0,0,0,187,689,294,189,128,0,0
SMITHAD01 ,Adrian,Smith,N,36,746,306,0,0,61,80,0,0,0,60,282,107,112,92,0,0
SMITHAD01 ,Adrian,Smith,A,11,297,124,0,0,19,17,0,0,0,28,95,46,37,32,0,0
SMITHCH01 ,Charles,Smith,N,66,1616,616,160,102,262,77,45,77,103,240,514,247,173,122,5,0
SMITHCH02 ,Charles,Smith,N,3,9,2,0,1,1,3,1,0,0,0,2,1,0,0,0,0
SMITHCH03 ,Charles,Smith,N,4,19,5,1,2,3,2,2,1,3,5,3,2,2,1,0,0
SMITHDE01 ,Derek,Smith,N,14,149,59,12,4,16,9,5,1,15,32,43,23,18,13,2,0
SMITHDO01 ,Don,Smith,N,18,210,92,0,0,64,9,0,0,0,12,70,37,26,18,0,0
SMITHEL01 ,Elmore,Smith,N,13,387,206,0,0,118,8,3,3,0,53,172,86,52,34,0,0
SMITHGA01 ,Garfield,Smith,N,4,6,2,0,0,1,0,0,0,0,1,5,1,3,0,0,0
SMITHGA01 ,Garfield,Smith,A,4,63,12,0,0,21,1,0,0,0,9,17,5,7,2,0,0
SMITHGR01 ,Greg,Smith,N,24,783,269,0,0,205,58,0,0,0,79,222,117,62,35,0,0
SMITHJA01 ,Jabari,Smith,N,7,14,5,2,1,3,0,0,1,0,4,2,1,4,3,0,0
SmithJa02 ,Jason,Smith,N,6,82,20,11,4,15,3,1,5,2,5,18,8,4,4,1,0
SMITHJO01 ,Joe,Smith,N,52,1043,337,160,80,240,20,23,37,33,149,279,128,100,78,8,3
SMITHJO02 ,John,Smith,A,9,141,39,0,0,44,8,0,0,0,19,34,16,13,7,0,0
SMITHJO03 ,Josh,Smith,N,18,647,298,96,31,127,44,24,37,47,62,247,102,115,89,33,5
SMITHJR01 ,J.R.,Smith,N,24,590,330,56,13,69,54,25,5,34,69,259,117,76,51,140,45
SMITHKE01 ,Kenny,Smith,N,68,2043,780,125,22,147,305,54,9,104,123,586,268,150,127,261,117
SMITHLA01 ,Larry,Smith,N,31,657,132,120,99,219,43,27,20,28,101,112,56,29,20,1,0
SMITHMI01 ,Michael,Smith,N,4,87,19,15,7,22,8,1,2,2,14,12,7,11,5,0,0
SMITHMI02 ,Michael,Smith,N,6,22,19,0,0,0,1,1,0,1,3,10,6,7,7,3,0
SMITHOT01 ,Otis,Smith,N,7,68,29,11,7,18,10,2,3,6,6,30,11,11,7,0,0
SMITHPH01 ,Phil,Smith,N,49,1210,588,8,3,150,143,5,1,6,99,517,234,167,120,1,0
SMITHRA01 ,Randy,Smith,N,24,914,420,1,0,109,157,1,0,0,80,361,168,103,84,0,0
SMITHRO01 ,Robert,Smith,N,44,678,281,8,4,77,74,10,0,2,73,284,119,47,41,8,2
SMITHSA01 ,Sammy,Smith,A,32,895,332,0,0,222,34,0,0,0,64,304,131,105,70,0,0
SMITHST01 ,Steve,Smith,N,90,2902,1338,169,99,268,195,77,29,135,221,1042,444,366,314,345,136
SMITHTO01 ,Tony,Smith,N,27,250,87,8,13,21,22,11,1,22,34,81,34,18,10,27,9
SMITSRI01 ,Rik,Smits,N,104,2747,1537,391,149,540,135,51,90,185,419,1230,623,350,290,4,1
SMREKMI01 ,Mike,Smrek,N,21,72,11,9,4,13,0,1,10,3,21,16,3,9,5,0,0
SNOWER01  ,Eric,Snow,N,103,2471,675,210,58,268,373,91,9,155,231,619,250,211,165,50,10
SNYDEDI01 ,Dick,Snyder,N,31,572,224,0,0,50,49,4,3,0,55,233,97,41,30,0,0
SNYDEKI01 ,Kirk,Snyder,N,3,9,2,1,0,1,0,0,0,1,0,3,1,0,0,2,0
SOBERRI01 ,Ricky,Sobers,N,29,875,387,11,5,79,117,9,2,24,122,343,156,85,71,16,4
SOJOUWI01 ,Willie,Sojourner,A,32,297,102,0,0,76,18,0,0,0,52,91,44,20,14,0,0
SOMERWI01 ,Willie,Somerset,A,3,131,87,0,0,25,9,0,0,0,11,73,30,34,27,0,0
SONGADA01 ,Darius,Songaila,N,21,327,118,32,21,53,13,6,2,17,63,95,46,29,26,2,0
SPANAJI01 ,Jim,Spanarkel,N,5,8,2,1,0,1,1,0,0,0,1,2,0,2,2,0,0
SpanoVa01 ,Vassilis,Spanoulis,N,1,3,4,1,0,1,1,0,0,0,0,2,1,2,2,0,0
SPARKDA01 ,Dan,Sparks,A,12,251,77,0,0,57,8,0,0,0,35,65,29,30,19,0,0
SPARRRO01 ,Rory,Sparrow,N,30,782,257,35,16,51,161,26,1,54,82,240,100,65,52,16,5
SPEAROD01 ,Odie,Spears,N,30,573,188,0,0,89,42,0,0,0,105,209,67,84,54,0,0
SpeigMa01 ,Marreese,Speights,N,3,29,9,3,3,6,0,0,0,0,5,7,3,4,3,0,0
SPENCEL01 ,Elmore,Spencer,N,3,5,0,0,1,1,0,0,0,0,1,2,0,2,0,0,0
SPENCFE01 ,Felton,Spencer,N,36,772,178,102,87,189,9,8,42,43,133,158,70,59,38,1,0
SPITZCR01 ,Craig,Spitzer,N,1,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0
SPOELAR01 ,Art,Spoelstra,N,3,28,15,0,0,9,0,0,0,0,11,14,7,1,1,0,0
SPREWLA01 ,Latrell,Sprewell,N,62,2549,1223,218,51,269,211,73,27,171,135,1067,446,335,269,188,62
SPRIGLA01 ,Larry,Spriggs,N,30,297,149,47,21,68,40,5,6,33,50,106,55,51,39,2,0
STACKJE01 ,Jerry,Stackhouse,N,64,1990,928,154,62,216,166,35,17,134,124,826,309,286,236,216,74
STACOKE01 ,Kevin,Stacom,N,26,227,41,0,0,19,21,0,0,0,24,53,16,12,9,0,0
STALLDA01 ,Dave,Stallworth,N,40,579,236,0,0,137,36,0,0,0,79,230,92,68,52,0,0
STANCED01 ,Ed,Stanczak,N,8,0,51,0,0,0,10,0,0,0,26,48,14,30,23,0,0
STARKJO01 ,John,Starks,N,96,3035,1363,234,37,271,393,120,9,224,323,1069,450,378,287,475,176
STAVELA01 ,Larry,Staverman,N,7,70,37,0,0,26,5,0,0,0,16,23,11,19,15,0,0
STEELLA01 ,Larry,Steele,N,27,525,185,0,0,64,39,17,2,0,60,158,67,62,51,0,0
STEPHJA01 ,Jack,Stephens,N,24,811,307,79,19,98,65,33,9,68,53,261,108,66,53,113,38
STEPHJO01 ,Joe,Stephens,N,7,116,39,0,0,23,9,0,0,0,9,41,12,25,15,0,0
STEPPBR01 ,Brook,Steppe,N,4,20,8,2,1,3,2,0,0,2,3,7,2,6,4,1,0
STEVEDE01 ,Deshawn,Stevenson,N,15,363,118,25,6,31,29,9,3,13,18,123,38,31,25,57,17
STEWALA01 ,Larry,Stewart,N,4,16,13,1,0,1,2,2,1,2,4,6,5,2,2,2,1
STEWAMI01 ,Michael,Stewart,N,4,14,4,3,1,4,0,0,1,1,4,3,2,0,0,0,0
STIPAST01 ,Steve,Stipanovich,N,4,149,55,23,7,30,3,3,2,4,14,38,21,19,13,1,0
STITHBR01 ,Bryant,Stith,N,15,498,186,39,26,65,33,12,3,14,30,134,60,79,65,7,1
STOCKJO01 ,John,Stockton,N,182,6398,2436,446,162,608,1839,338,50,517,539,1809,855,759,615,341,111
STOJAPR01 ,Peja,Stojakovic,N,76,2756,1233,336,95,431,85,64,15,91,168,1010,423,281,254,354,133
STOKEGR01 ,Greg,Stokes,N,7,90,27,7,6,13,4,2,6,4,12,28,8,13,11,0,0
STOKEMA01 ,Maurice,Stokes,N,1,39,12,0,0,15,2,0,0,0,3,12,3,7,6,0,0
STONEGE01 ,George,Stone,A,35,1148,591,0,0,262,71,0,0,0,45,597,249,118,93,0,0
STOUDAM01 ,Amare,Stoudemire,N,36,1351,903,252,121,373,33,40,70,99,145,622,326,332,248,11,3
STOUDDA01 ,Damon,Stoudamire,N,53,1496,533,127,32,159,233,32,9,99,120,489,195,111,94,126,49
STOUDSA01 ,Salim,Stoudamire,N,3,28,12,1,0,1,0,1,0,3,2,9,4,2,2,6,2
StrawDJ01 ,DJ,Strawberry,N,1,5,0,1,0,1,0,0,0,0,1,4,0,0,0,1,0
STRAWJO01 ,Joe,Strawder,N,6,177,42,0,0,65,9,0,0,0,27,42,14,22,14,0,0
STRICER01 ,Erick,Strickland,N,20,201,70,20,5,25,34,8,1,13,21,65,22,23,21,30,5
STRICMA01 ,Mark,Strickland,N,10,62,23,10,3,13,1,4,1,4,4,18,10,8,3,0,0
STRICRO01 ,Rod,Strickland,N,52,1597,699,142,65,207,390,56,11,125,135,617,275,197,139,35,10
STROEJO01 ,John,Stroeder,N,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
STRONDE01 ,Derek,Strong,N,10,292,76,41,33,74,7,6,3,20,29,54,26,33,24,1,0
StuckRo01 ,Rodney,Stuckey,N,21,508,199,28,13,41,79,18,2,29,44,177,67,72,63,15,2
SUNDOBR01 ,Bruno,Sundov,N,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SUNDVJO01 ,Jon,Sundvold,N,10,157,59,5,2,7,25,4,0,9,6,57,25,6,5,18,4
SURABO01  ,Bob,Sura,N,13,231,63,25,6,31,21,9,0,17,23,54,23,15,10,15,7
SURHODI01 ,Dick,Surhoff,N,4,13,4,0,0,2,2,0,0,0,2,4,2,0,0,0,0
SUTORGE01 ,George,Sutor,A,1,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
SUTTOGR01 ,Greg,Sutton,N,5,38,7,2,3,5,5,1,1,1,4,13,2,3,3,7,0
SWAINBE01 ,Bennie,Swain,N,5,27,5,0,0,14,1,0,0,0,4,6,2,2,1,0,0
SWANSNO01 ,Norm,Swanson,N,6,23,8,0,0,5,0,0,0,0,5,7,3,3,2,0,0
SWARTDA01 ,Dan,Swartz,N,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEETMI01 ,Mike,Sweetney,N,11,180,61,23,20,43,7,3,7,7,32,47,21,27,19,0,0
SWIFTST01 ,Stromile,Swift,N,7,122,52,20,13,33,4,4,6,5,9,46,21,15,10,0,0
SZCZEWA01 ,Wally,Szczerbiak,N,54,1446,552,125,42,167,77,26,9,82,122,445,190,153,135,130,37
TABAKZA01 ,Zan,Tabak,N,20,88,19,12,8,20,1,1,5,3,17,17,6,8,7,0,0
TARPLRO01 ,Roy,Tarpley,N,24,806,407,192,115,307,32,29,43,48,99,335,171,92,65,4,0
TARTLA01  ,Levern,Tart,A,11,414,263,0,0,53,69,0,0,0,12,230,102,72,59,0,0
TATUMEA01 ,Earl,Tatum,N,11,356,150,0,0,54,27,0,0,0,34,134,67,24,16,0,0
TAYLOBR01 ,Brian,Taylor,A,37,1334,489,0,0,123,133,0,0,0,117,473,208,95,73,0,0
TAYLODO01 ,Donell,Taylor,N,3,20,3,3,0,3,5,1,0,2,2,7,1,1,1,1,0
TAYLOMA01 ,Maurice,Taylor,N,5,116,49,11,5,16,5,0,1,7,20,38,18,17,13,0,0
TAYLORO01 ,Ron,Taylor,A,2,5,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0
TAYLORO02 ,Roland,Taylor,A,53,1336,328,0,0,200,167,0,0,0,144,313,127,103,74,0,0
TAYLORO02 ,Roland,Taylor,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEAGLTE01 ,Terry,Teagle,N,45,885,495,59,39,98,42,29,10,54,104,450,203,114,89,4,0
TERREIR01 ,Ira,Terrell,N,1,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
TERRYCA01 ,Carlos,Terry,N,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TERRYCH01 ,Chuck,Terry,N,5,18,8,0,0,3,1,0,0,0,2,5,4,0,0,0,0
TERRYCH01 ,Chuck,Terry,A,16,258,53,0,0,45,10,0,0,0,30,56,23,10,7,0,0
TERRYCL01 ,Claude,Terry,A,28,330,103,0,0,37,32,0,0,0,38,117,43,23,17,0,0
TERRYJA01 ,Jason,Terry,N,56,2079,967,137,31,168,208,56,14,112,128,807,358,177,148,279,103
THACKTO01 ,Tom,Thacker,N,31,217,59,0,0,51,19,0,0,0,46,82,25,19,9,0,0
THACKTO01 ,Tom,Thacker,A,30,578,130,0,0,125,95,0,0,0,90,155,48,58,34,0,0
THEUSRE01 ,Reggie,Theus,N,17,542,244,30,17,47,97,24,2,48,58,217,89,77,64,15,2
THIEBBI01 ,Bill,Thieben,N,2,28,14,0,0,6,3,0,0,0,5,7,6,6,2,0,0
THIRDDA01 ,David,Thirdkill,N,18,69,21,9,1,10,5,2,0,7,9,22,7,15,7,3,0
THOMABI01 ,Billy,Thomas,N,7,24,5,2,0,2,1,1,0,0,3,10,1,4,2,6,1
THOMACA01 ,Carl,Thomas,N,1,11,2,0,1,1,0,0,0,0,2,1,0,3,2,0,0
THOMAET01 ,Etan,Thomas,N,15,228,74,48,16,64,3,4,12,15,35,51,28,35,18,0,0
THOMAIR01 ,Irving,Thomas,N,3,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
THOMAIS01 ,Isiah,Thomas,N,111,4216,2261,390,134,524,987,234,38,369,363,1869,825,689,530,234,81
THOMAJO01 ,John,Thomas,N,9,57,7,6,4,10,2,3,1,5,15,6,3,2,1,0,0
THOMAKE01 ,Kenny,Thomas,N,23,690,222,112,71,183,31,17,7,36,86,170,90,62,42,0,0
THOMAKU01 ,Kurt,Thomas,N,82,1621,476,313,127,440,50,38,44,83,262,431,197,110,82,0,0
THOMARO01 ,Ron,Thomas,A,50,665,228,0,0,222,37,0,0,0,106,188,98,62,32,0,0
THOMATE01 ,Terry,Thomas,N,4,6,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0
THOMATI01 ,Tim,Thomas,N,56,1545,731,223,57,280,76,32,29,60,203,538,252,180,139,202,88
ThomaTy01 ,Tyrus,Thomas,N,17,317,118,58,20,78,12,17,25,26,46,105,44,44,30,1,0
THOMPBE01 ,Bernard,Thompson,N,2,10,2,2,1,3,2,0,1,0,1,5,0,2,2,0,0
THOMPBI01 ,Billy,Thompson,N,3,27,14,3,3,6,2,4,0,0,2,11,6,2,2,0,0
THOMPBR01 ,Brooks,Thompson,N,8,59,38,3,4,7,10,0,2,11,8,25,13,11,8,10,4
THOMPDA01 ,David,Thompson,N,27,971,619,6,4,115,101,15,23,12,83,539,249,161,120,3,1
THOMPDA01 ,David,Thompson,A,13,508,342,0,0,83,39,0,0,0,54,237,127,105,88,0,0
THOMPDI01 ,Dijon,Thompson,N,10,43,28,7,4,11,1,3,1,2,6,25,11,2,2,11,4
THOMPJO01 ,John,Thompson,N,6,32,13,0,0,16,1,0,0,0,4,14,3,7,7,0,0
THOMPLA01 ,Lasalle,Thompson,N,28,547,178,99,49,148,28,16,25,37,79,163,71,45,36,0,0
THOMPMY01 ,Mychal,Thompson,N,104,2708,1132,381,215,627,126,56,106,151,309,897,449,361,234,0,0
THOMPPA01 ,Paul,Thompson,N,3,34,13,4,1,5,2,4,1,4,3,12,5,5,3,2,0
THORNBO01 ,Bob,Thornton,N,16,121,26,9,15,24,5,2,1,3,25,23,9,14,8,0,0
THORNDA01 ,Dallas,Thornton,A,7,118,67,0,0,23,6,0,0,0,9,59,23,34,21,0,0
THORNRO01 ,Rod,Thorn,N,19,275,129,0,0,45,21,0,0,0,22,116,45,45,39,0,0
THORPOT01 ,Otis,Thorpe,N,78,2252,790,365,182,547,128,33,15,117,241,564,321,233,147,3,1
THREASE01 ,Sedale,Threatt,N,70,1534,607,88,22,110,252,73,7,84,162,555,251,103,84,79,21
THURMNA01 ,Nate,Thurmond,N,81,2875,966,0,0,1101,225,0,0,0,266,910,379,335,208,0,0
TINSLGE01 ,George,Tinsley,A,15,284,120,0,0,65,19,0,0,0,3,96,44,44,32,0,0
TINSLJA01 ,Jamaal,Tinsley,N,37,949,278,84,20,104,196,49,6,79,120,269,110,46,32,88,26
TISDAWA01 ,Wayman,Tisdale,N,22,381,157,41,16,57,22,2,5,13,61,147,67,39,23,1,0
TODORMA01 ,Marko,Todorovich,N,3,0,31,0,0,0,8,0,0,0,14,31,6,24,19,0,0
TOLBERA01 ,Ray,Tolbert,N,5,33,10,4,1,5,1,4,0,0,7,5,3,8,4,0,0
TOLBETO01 ,Tom,Tolbert,N,9,116,32,18,0,18,8,3,4,4,29,33,14,11,3,3,1
TOLSODE01 ,Dean,Tolson,N,4,22,4,0,0,7,1,0,0,0,3,8,1,2,2,0,0
TOMJARU01 ,Rudy,Tomjanovich,N,37,1041,511,32,14,189,59,3,1,16,78,436,213,109,84,10,1
TONEYAN01 ,Andrew,Toney,N,72,2146,1254,112,56,168,323,58,18,257,265,1015,485,346,272,51,12
TONEYSE01 ,Sedric,Toney,N,3,15,11,0,0,0,2,1,0,2,4,6,3,2,2,6,3
TOOLSAN01 ,Andy,Toolson,N,2,4,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0
TOONEBE01 ,Bernard,Toone,N,4,6,0,1,0,1,1,0,0,0,1,4,0,0,0,1,0
TOSHEBI01 ,Bill,Tosheff,N,4,134,16,0,0,11,11,0,0,0,14,34,3,10,10,0,0
TOWEMO01  ,Monte,Towe,N,1,6,4,0,0,0,1,0,0,0,0,3,2,0,0,0,0
TOWEMO01  ,Monte,Towe,A,4,30,10,0,0,0,6,0,0,0,6,8,3,5,4,0,0
TOWNELI01 ,Linton,Townes,N,8,66,41,2,4,6,5,0,0,3,12,35,17,7,6,4,1
TRAPPGE01 ,George,Trapp,N,31,518,258,0,0,118,23,0,0,0,89,249,115,40,28,0,0
TRAPPJO01 ,John,Trapp,N,10,71,20,0,0,16,5,0,0,0,9,33,8,7,4,0,0
TRAPPJO01 ,John,Trapp,A,5,51,22,0,0,7,2,0,0,0,13,16,7,12,8,0,0
TRAYLRO01 ,Robert,Traylor,N,22,245,65,47,23,70,11,10,13,16,57,61,28,17,9,1,0
TRENTGA01 ,Gary,Trent,N,28,231,88,21,20,41,8,2,1,16,39,88,35,31,18,3,0
TRESVJO01 ,John,Tresvant,N,40,862,274,0,0,246,44,0,0,0,115,251,104,95,66,0,0
TRIPUKE01 ,Kelly,Tripucka,N,25,750,391,52,41,93,57,22,5,61,65,314,145,118,101,5,0
TSAKAIA01 ,Jake,Tsakalidis,N,10,140,29,28,15,43,2,1,8,11,24,26,12,6,5,0,0
TSCHOJO01 ,John,Tschogl,N,3,11,10,0,0,4,1,0,0,0,0,8,5,0,0,0,0
TSIORLO01 ,Lou,Tsioropoulos,N,11,239,69,0,0,64,14,0,0,0,40,85,25,29,19,0,0
TSKITNI01 ,Nikoloz,Tskitishvili,N,4,8,1,1,0,1,2,0,0,1,1,3,0,2,1,1,0
TUCKEAL01 ,Al,Tucker,N,4,5,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
TUCKEAL01 ,Al,Tucker,A,9,216,85,0,0,46,16,0,0,0,28,85,33,24,19,0,0
TUCKEJI01 ,Jim,Tucker,N,15,131,56,0,0,40,3,0,0,0,28,61,21,17,14,0,0
TUCKETR01 ,Trent,Tucker,N,66,1059,364,64,30,94,100,44,5,38,107,316,142,43,30,120,50
TURIARO01 ,Ronny,Turiaf,N,26,260,66,30,16,46,6,4,20,12,54,55,22,33,22,0,0
TURKCMI01 ,Mirsad,Turkcan,N,2,10,4,2,0,2,0,0,0,3,1,5,1,2,2,1,0
TURKOHI01 ,Hidayet,Turkoglu,N,82,2518,936,312,59,371,248,61,26,162,235,800,333,244,187,231,83
TURNEAN01 ,Andre,Turner,N,8,189,58,11,2,13,35,11,0,8,12,48,21,16,13,9,3
TURNEBI01 ,Bill,Turner,N,22,284,96,0,0,62,18,0,0,0,47,87,37,31,22,0,0
TURNEEL01 ,Elston,Turner,N,43,735,218,79,51,130,86,33,2,35,79,200,97,33,21,4,3
TURNEJA01 ,Jack,Turner,N,2,16,5,0,0,4,2,0,0,0,1,6,2,3,1,0,0
TURNEJE01 ,Jeff,Turner,N,24,218,56,26,6,32,16,4,3,10,57,48,20,5,5,22,11
TURPIME01 ,Mel,Turpin,N,11,76,33,8,6,14,2,5,5,7,8,28,15,4,3,0,0
TWARDDA01 ,Dave,Twardzik,N,25,559,216,3,1,39,62,14,0,3,79,134,74,85,68,0,0
TWARDDA01 ,Dave,Twardzik,A,7,112,37,0,0,15,8,0,0,0,15,24,10,21,17,0,0
TWYMAJA01 ,Jack,Twyman,N,34,1095,621,0,0,255,62,0,0,0,131,556,245,159,131,0,0
TYLERTE01 ,Terry,Tyler,N,17,272,153,32,23,55,8,8,10,11,26,134,61,40,31,1,0
TYRACH01  ,Charlie,Tyra,N,2,55,30,0,0,31,1,0,0,0,5,28,12,9,6,0,0
UDOKAIM01 ,Ime,Udoka,N,21,340,104,55,15,70,21,15,3,13,39,91,40,12,7,48,17
UDRIHBE01 ,Beno,Udrih,N,36,308,105,16,6,22,31,9,1,26,30,114,38,21,18,45,11
UNSELWE01 ,Wes,Unseld,N,119,4889,1260,21,7,1777,453,34,24,3,371,1040,513,385,234,1,0
UPSHAKE01 ,Kelvin,Upshaw,N,3,24,10,2,0,2,5,1,0,1,4,12,5,0,0,0,0
VACENST01 ,Steve,Vacendak,A,14,230,119,0,0,20,14,0,0,0,26,92,41,41,37,0,0
VALENDA01 ,Darnell,Valentine,N,26,707,313,33,17,50,177,40,4,56,79,248,114,95,84,2,1
VANARDI01 ,Dick,Van Arsdale,N,34,968,336,0,0,82,94,13,2,0,89,294,124,105,88,0,0
VANBRBU01 ,Butch,Vanbredakolff,N,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
VANBRJA01 ,Jan,Vanbredakolff,N,2,81,21,0,0,20,7,0,3,0,9,20,8,6,5,0,0
VANBRJA01 ,Jan,Vanbredakolff,A,22,378,116,0,0,76,31,0,0,0,39,80,38,45,40,0,0
VANCEGE01 ,Gene,Vance,N,3,0,19,0,0,0,9,0,0,0,17,31,7,10,5,0,0
VANDEER01 ,Ernie,Vandeweghe,N,89,2225,1354,120,42,361,202,30,24,68,279,1033,506,391,335,35,7
VANDEKI01 ,Kiki,Vandeweghe,N,22,419,167,15,11,26,23,9,3,21,32,136,59,42,36,23,13
VANEXNI01 ,Nick,Van Exel,N,76,2390,1032,167,54,221,342,64,6,129,179,945,372,231,174,352,114
VANHOKE01 ,Keith,Vanhorn,N,52,1326,502,201,69,270,54,30,15,70,134,454,179,106,85,150,59
VANLINO01 ,Norm,Vanlier,N,38,1549,530,0,0,191,234,0,0,0,154,509,198,171,134,0,0
VAREJAN01 ,Anderson,Varejao,N,60,1345,357,209,125,334,31,56,30,50,181,276,140,128,77,4,0
VAUGHCH01 ,Charles,Vaughn,N,27,631,240,0,0,62,62,0,0,0,91,226,98,61,44,0,0
VAUGHCH01 ,Charles,Vaughn,A,20,633,270,0,0,59,45,0,0,0,58,293,101,85,68,0,0
VAUGHDA02 ,David,Vaughn,N,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VAUGHJA01 ,Jacque,Vaughn,N,75,764,165,41,11,52,102,17,3,45,102,193,66,42,29,10,4
VAUGHLO01 ,Loy,Vaught,N,15,207,82,52,12,64,6,11,4,11,24,64,34,16,12,4,2
VERGABO01 ,Bob,Verga,A,4,156,104,0,0,11,10,0,0,0,0,102,48,11,8,0,0
VERHOPE01 ,Peter,Verhoeven,N,3,19,2,0,0,0,0,1,0,1,10,0,0,2,2,0,0
VINCEJA01 ,Jay,Vincent,N,64,1153,586,127,69,196,70,29,11,87,129,499,201,215,183,5,1
VINCESA01 ,Sam,Vincent,N,26,364,131,17,10,27,63,11,2,33,32,143,51,37,29,5,0
VOSKUJA01 ,Jake,Voskuhl,N,6,98,36,13,9,22,2,4,4,6,21,17,12,13,12,0,0
VRANEDA01 ,Danny,Vranes,N,15,235,51,36,26,62,12,4,7,8,34,61,23,9,5,1,0
VRANKST01 ,Stojan,Vrankovic,N,2,7,4,2,0,2,1,0,0,1,2,2,2,1,0,0,0
VUJACSA01 ,Sasha,Vujacic,N,55,878,293,79,20,99,37,27,8,34,96,264,95,52,46,149,57
WADEDW01  ,Dwyane,Wade,N,61,2487,1570,243,78,321,360,101,59,254,192,1150,545,554,444,110,36
WAFERVO01 ,Von,Wafer,N,29,254,126,15,5,20,13,5,1,12,23,130,45,30,25,39,11
WAGERCL01 ,Clint,Wager,N,4,0,30,0,0,0,8,0,0,0,22,25,11,10,8,0,0
WAGNEMI01 ,Milt,Wagner,N,5,14,6,2,0,2,3,0,1,0,3,5,2,2,2,1,0
WAITEGR01 ,Granville,Waiters,N,13,34,8,4,2,6,0,1,4,1,4,7,4,0,0,0,0
WALKEAN01 ,Antoine,Walker,N,64,2461,1030,357,100,457,183,79,28,170,212,980,398,169,112,347,122
WalkeBi01 ,Bill,Walker,N,4,10,2,0,0,0,0,2,0,2,2,2,0,2,2,0,0
WALKECH01 ,Chet,Walker,N,105,3688,1916,0,0,737,212,0,0,0,286,1531,687,689,542,0,0
WALKEDA01 ,Darrell,Walker,N,34,508,177,45,37,82,48,34,6,51,58,174,64,76,49,1,0
